Maharashtra,Rabi,13769,1479,6735,80,Non-Hybrid,297,5,Cold,166,29,63,148,13,22,332666,10292,14060,1071
Maharashtra,Kharif,24505,2637,6425,78,Non-Hybrid,213,7,Cold,162,28,63,128,18,29,322082,11484,10744,1009
Madhya Pradesh,Kharif,11442,1567,6353,81,Hybrid,258,7,Cold,121,26,66,111,13,22,313514,9815,14567,1087
Andhra Pradesh,Rabi,13465,1320,6487,89,Non-Hybrid,234,7,Cold,134,28,51,198,18,23,359365,7537,10872,990
Gujarat,Kharif,21683,1507,6792,73,Non-Hybrid,241,6,Cold,163,25,51,125,13,21,349212,6283,14987,1160
Uttar Pradesh,Kharif,11694,2826,6689,65,Hybrid,202,6,General,95,27,64,169,15,22,289377,5072,8855,1076
Madhya Pradesh,Kharif,12313,1595,7886,70,Hybrid,236,4,Cold,126,28,70,185,17,20,350023,7173,11642,1001
West Bengal,Rabi,22294,2367,7716,77,Hybrid,290,6,Cold,120,30,68,133,15,21,387464,5420,12348,1150
Andhra Pradesh,Kharif,19824,2360,6844,81,Hybrid,303,5,General,141,24,74,120,16,22,350287,8996,12712,1151
Gujarat,Rabi,10372,2283,6565,95,Hybrid,250,5,General,174,29,53,149,17,20,395899,10984,11812,1041
Punjab,Kharif,18500,1900,7156,77,Non-Hybrid,280,5,General,99,28,63,171,15,30,338085,7540,14552,1101
Maharashtra,Kharif,24382,2553,7568,76,Hybrid,271,7,Cold,178,28,71,149,15,29,323995,9370,9678,934
Rajasthan,Kharif,15849,2577,7039,66,Non-Hybrid,234,5,General,109,29,61,157,14,25,257264,5178,13280,925
Tamil Nadu,Kharif,17676,1558,6488,80,Non-Hybrid,201,5,General,104,25,63,185,19,27,263388,5894,8036,1166
Punjab,Kharif,11756,2538,7386,81,Hybrid,234,7,General,164,29,74,168,16,20,336287,8279,11328,1060
Gujarat,Kharif,14952,2534,6137,85,Non-Hybrid,315,6,General,124,24,53,150,19,23,318747,9801,10493,1055
Maharashtra,Rabi,16213,2280,7932,84,Non-Hybrid,297,5,Cold,132,27,71,127,13,24,347049,10822,14485,1029
Karnataka,Rabi,24981,1820,6607,65,Non-Hybrid,312,6,General,138,25,73,162,19,21,270979,6832,14322,1149
West Bengal,Kharif,21564,1385,6556,65,Hybrid,204,7,General,126,27,65,118,16,22,292166,5881,13168,1118
Punjab,Kharif,24941,1923,7244,73,Non-Hybrid,208,4,General,178,28,69,157,13,26,289138,8178,9023,1093
Andhra Pradesh,Kharif,11456,2612,8075,64,Hybrid,246,4,General,151,26,54,121,20,26,344245,11435,11507,940
Punjab,Kharif,24122,2410,7902,65,Hybrid,265,4,Cold,143,27,66,165,12,30,341654,6012,9857,1004
Andhra Pradesh,Rabi,24082,2127,8010,66,Non-Hybrid,298,4,Cold,97,29,68,197,15,21,389706,5527,11571,982
Madhya Pradesh,Rabi,15756,2563,7643,78,Non-Hybrid,254,4,General,128,28,58,105,17,25,326454,11295,9755,1025
Punjab,Kharif,19168,2170,6413,93,Hybrid,275,5,General,98,29,69,122,15,30,296440,7675,12834,945
Madhya Pradesh,Kharif,17835,2195,8085,87,Hybrid,238,5,Cold,87,28,56,158,12,25,319625,10518,9583,1105
Gujarat,Rabi,12221,1450,7123,76,Hybrid,255,6,General,149,30,55,169,16,30,346885,9381,12957,981
West Bengal,Kharif,13900,2586,6225,77,Hybrid,260,5,Cold,120,27,68,128,18,30,369853,7540,10178,1073
Andhra Pradesh,Rabi,10802,2777,6085,64,Non-Hybrid,300,7,Cold,164,28,51,133,15,22,342415,11387,9242,1130
Uttar Pradesh,Rabi,18230,1462,6373,74,Non-Hybrid,316,7,General,126,28,75,153,17,25,336943,9538,11996,1081
West Bengal,Kharif,23512,1904,8125,74,Non-Hybrid,299,6,Cold,89,30,73,149,17,22,313466,5555,9569,1084
Maharashtra,Kharif,16827,2526,8322,89,Non-Hybrid,270,5,General,119,27,68,179,13,30,332608,5590,9846,930
Andhra Pradesh,Rabi,13429,2130,8006,75,Hybrid,217,6,General,156,24,55,133,19,23,302622,5285,8608,1039
Uttar Pradesh,Rabi,19413,2634,7047,78,Non-Hybrid,250,5,Cold,180,29,64,159,17,29,321320,11199,14441,917
Punjab,Rabi,20570,2370,6612,70,Hybrid,247,4,General,94,30,54,187,17,25,337741,6463,8212,987
Punjab,Rabi,23376,2891,6801,64,Hybrid,269,7,Cold,157,25,75,108,15,24,389963,11823,9124,1000
Uttar Pradesh,Rabi,15597,1715,7740,69,Hybrid,220,6,Cold,144,25,75,165,19,23,346849,11835,8678,916
Tamil Nadu,Kharif,16111,2653,8314,93,Non-Hybrid,290,5,Cold,129,28,58,130,16,22,323784,7193,11924,1053
Punjab,Kharif,22227,2305,8165,69,Hybrid,313,5,Cold,133,24,71,198,15,23,328476,10576,12965,1165
Uttar Pradesh,Rabi,19703,2959,6732,89,Non-Hybrid,305,4,Cold,160,27,52,113,14,21,336711,11556,12503,942
Rajasthan,Kharif,15252,2098,7601,69,Hybrid,220,6,General,146,25,57,170,14,26,317973,10395,12727,983
Gujarat,Rabi,23257,1909,7385,73,Hybrid,315,6,General,97,24,55,110,20,27,325897,7006,9284,1084
Tamil Nadu,Kharif,20570,2790,6829,75,Hybrid,213,5,Cold,117,25,69,145,13,26,275633,7264,9835,1138
